timestamp,price
2025-07-10 10:55:12,156.750034890366
2025-07-10 10:56:13,156.87557881570163
2025-07-10 10:57:13,156.87654613161664
2025-07-10 10:58:13,156.81330231397268
2025-07-10 10:59:14,156.81562298769637
2025-07-10 11:00:14,156.94662448704977
2025-07-10 11:01:14,156.82639744538395
2025-07-10 11:02:14,156.92719157201364
2025-07-10 11:03:14,157.07605187004688
2025-07-10 11:04:15,156.90161986965052
2025-07-10 11:05:15,156.8693505354949
2025-07-10 11:06:16,156.82802512491557
2025-07-10 11:07:16,156.87041855724374
2025-07-10 11:08:16,156.80909241665137
2025-07-10 11:09:16,156.74144860747876
2025-07-10 11:10:17,156.67417144406897
2025-07-10 11:11:17,156.72174002981512
2025-07-10 11:12:17,156.56169286501228
2025-07-10 11:13:17,156.47636426921557
2025-07-10 11:14:17,156.28673753753247
2025-07-10 11:15:18,156.22013473155258
2025-07-10 11:16:18,156.2755080245461
2025-07-10 11:17:18,156.37630324043613
2025-07-10 11:18:18,156.65335386698877
2025-07-10 11:19:18,156.44978153012664
2025-07-10 11:20:19,156.44152160328943
2025-07-10 11:21:19,156.49855241018287
2025-07-10 11:22:19,156.76690050356663
2025-07-10 11:23:19,156.4334834564651
2025-07-10 11:24:20,156.32441007795018
2025-07-10 11:25:20,156.53819210780105
2025-07-10 11:26:20,156.41005507954722
2025-07-10 11:27:20,156.67979214661506
2025-07-10 11:28:20,156.7326198623312
2025-07-10 11:29:21,156.8252332346635
2025-07-10 11:30:21,156.79157293243279
2025-07-10 11:31:21,156.8764984516443
2025-07-10 11:32:21,156.64726378707113
2025-07-10 11:33:22,156.62717891779832
2025-07-10 11:34:22,156.41739560551784
2025-07-10 11:35:23,156.34751169599457
2025-07-10 11:36:23,156.37700479758539
2025-07-10 11:37:23,156.50671538067397
2025-07-10 11:38:23,156.38156368141964
2025-07-10 11:39:24,156.38156368141964
2025-07-10 11:40:24,156.46676849602457
2025-07-10 11:41:24,156.48737874782717
2025-07-10 11:42:24,155.96894930111964
2025-07-10 11:43:24,156.1081076688846
2025-07-10 11:44:25,156.2150660844947
2025-07-10 11:45:25,156.3099287917516
2025-07-10 11:46:25,156.16971621465683
2025-07-10 11:47:25,156.15670664808815
2025-07-10 11:48:25,156.1840042827691
2025-07-10 11:49:26,156.44131808831085
2025-07-10 11:50:26,156.43675205910324
2025-07-10 11:51:26,156.2687510698605
2025-07-10 11:52:27,156.40554207140264
2025-07-10 11:53:27,156.3529968443986
2025-07-10 11:54:27,156.38842903669843
2025-07-10 11:55:28,156.38023860168695
2025-07-10 11:56:28,156.3597446016019
2025-07-10 11:57:28,156.36692205204162
2025-07-10 11:58:28,156.60352298073747
2025-07-10 11:59:29,156.56116226250407
2025-07-10 12:00:29,156.56630881447015
2025-07-10 12:01:29,156.42768032599253
2025-07-10 12:02:29,156.55755110984683
2025-07-10 12:03:30,156.51129632618287
2025-07-10 12:04:30,156.38059372104993
2025-07-10 12:05:30,156.28168898881032
2025-07-10 12:06:31,156.26851189894853
2025-07-10 12:07:31,156.35781601211357
2025-07-10 12:08:31,156.59626323579897
2025-07-10 12:09:31,156.4617779453827
2025-07-10 12:10:32,156.62558797601943
2025-07-10 12:11:32,156.62389958374553
2025-07-10 12:12:32,156.4978888762029
2025-07-10 12:13:32,156.62826115077328
2025-07-10 12:14:32,156.47310260368252
2025-07-10 12:15:33,156.66237617173562
2025-07-10 12:16:33,156.5515427859492
2025-07-10 12:17:33,156.6609276853946
2025-07-10 12:18:33,156.92091689724467
2025-07-10 12:19:34,156.99743716471434
2025-07-10 12:20:34,156.9222024985641
2025-07-10 12:21:34,157.2076323484896
2025-07-10 12:22:34,157.05348592866832
2025-07-10 12:23:35,157.08136791109757
2025-07-10 12:24:35,157.79270976136178
2025-07-10 12:25:35,157.97437907755486
2025-07-10 12:26:36,158.32714928103803
2025-07-10 12:27:36,158.5333727186074
2025-07-10 12:28:37,158.51338781316304
2025-07-10 12:29:37,158.10526174201792
2025-07-10 12:30:37,158.44861085178056
2025-07-10 12:31:37,158.34029367389547
2025-07-10 12:32:37,158.25471827339234
2025-07-10 12:33:38,158.37593394951082
2025-07-10 12:34:38,158.66657841718117
2025-07-10 12:35:38,158.21188994404838
2025-07-10 12:36:38,158.0706879845606
2025-07-10 12:37:38,158.48378236626004
2025-07-10 12:38:39,158.5779387855213
2025-07-10 12:39:39,158.45452912237425
2025-07-10 12:40:39,158.50269744105216
2025-07-10 12:41:40,158.42369143191434
2025-07-10 12:42:40,158.4228036849108
2025-07-10 12:43:40,158.7904612342209
2025-07-10 12:44:40,158.7084462179884
2025-07-10 12:45:40,158.52876092358667
2025-07-10 12:46:41,158.6595714601903
2025-07-10 12:47:41,158.67158350137206
2025-07-10 12:48:41,158.31527610391905
2025-07-10 12:49:42,158.44086730957983
2025-07-10 12:50:42,158.38922063081884
2025-07-10 12:51:42,158.12622007892153
2025-07-10 12:52:42,158.15851553959436
2025-07-10 12:53:43,158.29194773698916
2025-07-10 12:54:43,158.27009997269067
2025-07-10 12:55:43,158.30325310660922
2025-07-10 12:56:44,158.48041496673386
2025-07-10 12:57:44,158.37427898258198
2025-07-10 12:58:44,158.39764778249224
